Area,Year,Population
Bulgaria,1349,
Burkina Faso,1349,
Burundi,1349,
Cambodia,1349,
Cameroon,1349,
Canada,1349,
Cape Verde,1349,
Cayman Islands,1349,
Central African Rep.,1349,
Chad,1349,
Channel Islands,1349,
Chile,1349,
China,1349,
Christmas Island,1349,
Cocos Island,1349,
Colombia,1349,
Comoros,1349,
Congo - Dem. Rep.,1349,
Congo - Rep.,1349,
Cook Islands,1349,
Costa Rica,1349,
Cote d'Ivoire,1349,
Croatia,1349,
Cuba,1349,
Cyprus,1349,
Czech Rep.,1349,
Czechoslovakia,1349,
Denmark,1349,
Djibouti,1349,
Dominica,1349,
Dominican Rep.,1349,
East Germany,1349,
Ecuador,1349,
Egypt,1349,
El Salvador,1349,
Equatorial Guinea,1349,
Eritrea,1349,
Eritrea and Ethiopia,1349,
Estonia,1349,
Ethiopia,1349,
Faeroe Islands,1349,
Falkland Islands (Malvinas),1349,
Fiji,1349,
Finland,1349,
France,1349,
French Guiana,1349,
French Polynesia,1349,
Gabon,1349,
Gambia,1349,
Georgia,1349,
Germany,1349,
Ghana,1349,
Gibraltar,1349,
Greece,1349,
Greenland,1349,
Grenada,1349,
Guadeloupe,1349,
Guam,1349,
Guatemala,1349,
Guernsey,1349,
Guinea,1349,
Guinea-Bissau,1349,
Guyana,1349,
Haiti,1349,
Holy See,1349,
Honduras,1349,
Hong Kong - China,1349,
Hungary,1349,
Iceland,1349,
India,1349,
Indonesia,1349,
Iran,1349,
Iraq,1349,
Ireland,1349,
Isle of Man,1349,
Israel,1349,
Italy,1349,
Jamaica,1349,
Japan,1349,
Jersey,1349,
Jordan,1349,
Kazakhstan,1349,
Kenya,1349,
Kiribati,1349,
Korea - Dem. Rep.,1349,
Korea - Rep.,1349,
Korea - United,1349,
Kosovo,1349,
Kuwait,1349,
Kyrgyzstan,1349,
Laos,1349,
Latvia,1349,
Lebanon,1349,
Lesotho,1349,
Liberia,1349,
Libya,1349,
Liechtenstein,1349,
Lithuania,1349,
Luxembourg,1349,
Macao - China,1349,
Macedonia - FYR,1349,
Madagascar,1349,
Malawi,1349,
Malaysia,1349,
Maldives,1349,
Mali,1349,
Malta,1349,
Marshall Islands,1349,
Martinique,1349,
Mauritania,1349,
Mauritius,1349,
Mayotte,1349,
Mexico,1349,
Micronesia - Fed. Sts.,1349,
Moldova,1349,
Monaco,1349,
Mongolia,1349,
Montenegro,1349,
Montserrat,1349,
Morocco,1349,
Mozambique,1349,
Myanmar,1349,
Namibia,1349,
Nauru,1349,
Nepal,1349,
Netherlands,1349,
Netherlands Antilles,1349,
New Caledonia,1349,
New Zealand,1349,
Ngorno-Karabakh,1349,
Nicaragua,1349,
Niger,1349,
Nigeria,1349,
Niue,1349,
Norfolk Island,1349,
Northern Cyprus,1349,
Northern Mariana Islands,1349,
Norway,1349,
Oman,1349,
Pakistan,1349,
Palau,1349,
Panama,1349,
Papua New Guinea,1349,
Paraguay,1349,
Peru,1349,
Philippines,1349,
Pitcairn,1349,
Poland,1349,
Portugal,1349,
Puerto Rico,1349,
Qatar,1349,
Reunion,1349,
Romania,1349,
Russia,1349,
Rwanda,1349,
Saint Barthélemy,1349,
Saint Helena,1349,
Saint Kitts and Nevis,1349,
Saint Lucia,1349,
Saint Martin,1349,
Saint Vincent and the Grenadines,1349,
Saint-Pierre-et-Miquelon,1349,
Samoa,1349,
San Marino,1349,
Sao Tome and Principe,1349,
Saudi Arabia,1349,
Senegal,1349,
Serbia,1349,
Serbia and Montenegro,1349,
Serbia excluding Kosovo,1349,
Seychelles,1349,
Sierra Leone,1349,
Singapore,1349,
Slovak Republic,1349,
Slovenia,1349,
Solomon Islands,1349,
Somalia,1349,
Somaliland,1349,
South Africa,1349,
South Ossetia,1349,
South Sudan,1349,
Spain,1349,
Sri Lanka,1349,
Sudan,1349,
Suriname,1349,
Svalbard,1349,
Swaziland,1349,
Sweden,1349,1127500
Switzerland,1349,
Syria,1349,
Taiwan,1349,
Tajikistan,1349,
Tanzania,1349,
Thailand,1349,
Timor-Leste,1349,
Togo,1349,
Tokelau,1349,
Tonga,1349,
Transnistria,1349,
Trinidad and Tobago,1349,
Tunisia,1349,
Turkey,1349,
Turkmenistan,1349,
Turks and Caicos Islands,1349,
Tuvalu,1349,
Uganda,1349,
Ukraine,1349,
United Arab Emirates,1349,
United Kingdom,1349,
United States,1349,
Uruguay,1349,
USSR,1349,
Uzbekistan,1349,
Wallis et Futuna,1349,
Vanuatu,1349,
Venezuela,1349,
West Bank and Gaza,1349,
West Germany,1349,
Western Sahara,1349,
Vietnam,1349,
Virgin Islands (U.S.),1349,
Yemen Arab Republic (Former),1349,
Yemen Democratic (Former),1349,
Yemen - Rep.,1349,
Yugoslavia,1349,
Zambia,1349,
Zimbabwe,1349,
Åland,1349,
Abkhazia,1351,
Afghanistan,1351,
Akrotiri and Dhekelia,1351,
Albania,1351,
Algeria,1351,
American Samoa,1351,
Andorra,1351,
Angola,1351,
Anguilla,1351,
Antigua and Barbuda,1351,
Argentina,1351,
Armenia,1351,
Aruba,1351,
Australia,1351,
Austria,1351,
Azerbaijan,1351,
Bahamas,1351,
Bahrain,1351,
Bangladesh,1351,
Barbados,1351,
Belarus,1351,
Belgium,1351,
Belize,1351,
Benin,1351,
Bermuda,1351,
Bhutan,1351,
Bolivia,1351,
Bosnia and Herzegovina,1351,
Botswana,1351,
Brazil,1351,
British Virgin Islands,1351,
Brunei,1351,
Bulgaria,1351,
Burkina Faso,1351,
Burundi,1351,
Cambodia,1351,
Cameroon,1351,
Canada,1351,
Cape Verde,1351,
Cayman Islands,1351,
Central African Rep.,1351,
Chad,1351,
Channel Islands,1351,
Chile,1351,
China,1351,
Christmas Island,1351,
Cocos Island,1351,
Colombia,1351,
Comoros,1351,
Congo - Dem. Rep.,1351,
Congo - Rep.,1351,
Cook Islands,1351,
Costa Rica,1351,
Cote d'Ivoire,1351,
Croatia,1351,
Cuba,1351,
Cyprus,1351,
Czech Rep.,1351,
Czechoslovakia,1351,
Denmark,1351,
Djibouti,1351,
Dominica,1351,
Dominican Rep.,1351,
East Germany,1351,
Ecuador,1351,
Egypt,1351,
El Salvador,1351,
Equatorial Guinea,1351,
Eritrea,1351,
Eritrea and Ethiopia,1351,
Estonia,1351,
Ethiopia,1351,
Faeroe Islands,1351,
Falkland Islands (Malvinas),1351,
Fiji,1351,
Finland,1351,
France,1351,
French Guiana,1351,
French Polynesia,1351,
Gabon,1351,
Gambia,1351,
Georgia,1351,
Germany,1351,
Ghana,1351,
Gibraltar,1351,
Greece,1351,
Greenland,1351,
Grenada,1351,
Guadeloupe,1351,
Guam,1351,
Guatemala,1351,
Guernsey,1351,
Guinea,1351,
Guinea-Bissau,1351,
Guyana,1351,
Haiti,1351,
Holy See,1351,
Honduras,1351,
Hong Kong - China,1351,
Hungary,1351,
Iceland,1351,
India,1351,
Indonesia,1351,
Iran,1351,
Iraq,1351,
Ireland,1351,
Isle of Man,1351,
Israel,1351,
Italy,1351,
Jamaica,1351,
Japan,1351,
Jersey,1351,
Jordan,1351,
Kazakhstan,1351,
Kenya,1351,
Kiribati,1351,
Korea - Dem. Rep.,1351,
Korea - Rep.,1351,
Korea - United,1351,
Kosovo,1351,
Kuwait,1351,
Kyrgyzstan,1351,
Laos,1351,
Latvia,1351,
Lebanon,1351,
Lesotho,1351,
Liberia,1351,
Libya,1351,
Liechtenstein,1351,
Lithuania,1351,
Luxembourg,1351,
Macao - China,1351,
Macedonia - FYR,1351,
Madagascar,1351,
Malawi,1351,
Malaysia,1351,
Maldives,1351,
Mali,1351,
Malta,1351,
Marshall Islands,1351,
Martinique,1351,
Mauritania,1351,
Mauritius,1351,
Mayotte,1351,
Mexico,1351,
Micronesia - Fed. Sts.,1351,
Moldova,1351,
Monaco,1351,
Mongolia,1351,
Montenegro,1351,
Montserrat,1351,
Morocco,1351,
Mozambique,1351,
Myanmar,1351,
Namibia,1351,
Nauru,1351,
Nepal,1351,
Netherlands,1351,
Netherlands Antilles,1351,
New Caledonia,1351,
New Zealand,1351,
Ngorno-Karabakh,1351,
Nicaragua,1351,
Niger,1351,
Nigeria,1351,
Niue,1351,
Norfolk Island,1351,
Northern Cyprus,1351,
Northern Mariana Islands,1351,
Norway,1351,
Oman,1351,
Pakistan,1351,
Palau,1351,
Panama,1351,
Papua New Guinea,1351,
Paraguay,1351,
Peru,1351,
Philippines,1351,
Pitcairn,1351,
Poland,1351,
Portugal,1351,
Puerto Rico,1351,
Qatar,1351,
Reunion,1351,
Romania,1351,
Russia,1351,
Rwanda,1351,
Saint Barthélemy,1351,
Saint Helena,1351,
Saint Kitts and Nevis,1351,
Saint Lucia,1351,
Saint Martin,1351,
Saint Vincent and the Grenadines,1351,
Saint-Pierre-et-Miquelon,1351,
Samoa,1351,
San Marino,1351,
Sao Tome and Principe,1351,
Saudi Arabia,1351,
Senegal,1351,
Serbia,1351,
Serbia and Montenegro,1351,
Serbia excluding Kosovo,1351,
Seychelles,1351,
Sierra Leone,1351,
Singapore,1351,
Slovak Republic,1351,
Slovenia,1351,
Solomon Islands,1351,
Somalia,1351,
Somaliland,1351,
South Africa,1351,
South Ossetia,1351,
South Sudan,1351,
Spain,1351,
Sri Lanka,1351,
Sudan,1351,
Suriname,1351,
Svalbard,1351,
Swaziland,1351,
Sweden,1351,
Switzerland,1351,
Syria,1351,
Taiwan,1351,
Tajikistan,1351,
Tanzania,1351,
Thailand,1351,
Timor-Leste,1351,
Togo,1351,
Tokelau,1351,
Tonga,1351,
Transnistria,1351,
Trinidad and Tobago,1351,
Tunisia,1351,
Turkey,1351,
Turkmenistan,1351,
Turks and Caicos Islands,1351,
Tuvalu,1351,
Uganda,1351,
Ukraine,1351,
United Arab Emirates,1351,
United Kingdom,1351,3724296
United States,1351,
Uruguay,1351,
USSR,1351,
Uzbekistan,1351,
Wallis et Futuna,1351,
Vanuatu,1351,
Venezuela,1351,
West Bank and Gaza,1351,
West Germany,1351,
Western Sahara,1351,
Vietnam,1351,
Virgin Islands (U.S.),1351,
Yemen Arab Republic (Former),1351,
Yemen Democratic (Former),1351,
Yemen - Rep.,1351,
Yugoslavia,1351,
Zambia,1351,
Zimbabwe,1351,
Åland,1351,
Abkhazia,1377,
Afghanistan,1377,
Akrotiri and Dhekelia,1377,
Albania,1377,
Algeria,1377,
American Samoa,1377,
Andorra,1377,
Angola,1377,
Anguilla,1377,
Antigua and Barbuda,1377,
Argentina,1377,
Armenia,1377,
Aruba,1377,
Australia,1377,
Austria,1377,
Azerbaijan,1377,
Bahamas,1377,
Bahrain,1377,
Bangladesh,1377,
Barbados,1377,
Belarus,1377,
Belgium,1377,
Belize,1377,
Benin,1377,
Bermuda,1377,
Bhutan,1377,
Bolivia,1377,
Bosnia and Herzegovina,1377,
Botswana,1377,
Brazil,1377,
British Virgin Islands,1377,
Brunei,1377,
Bulgaria,1377,
Burkina Faso,1377,
Burundi,1377,
Cambodia,1377,
Cameroon,1377,
Canada,1377,
Cape Verde,1377,
Cayman Islands,1377,
Central African Rep.,1377,
Chad,1377,
Channel Islands,1377,
Chile,1377,
China,1377,
Christmas Island,1377,
Cocos Island,1377,
Colombia,1377,
Comoros,1377,
Congo - Dem. Rep.,1377,
Congo - Rep.,1377,
Cook Islands,1377,
Costa Rica,1377,
Cote d'Ivoire,1377,
Croatia,1377,
Cuba,1377,
Cyprus,1377,
Czech Rep.,1377,
Czechoslovakia,1377,
Denmark,1377,
Djibouti,1377,
Dominica,1377,
Dominican Rep.,1377,
East Germany,1377,
Ecuador,1377,
Egypt,1377,
El Salvador,1377,
Equatorial Guinea,1377,
Eritrea,1377,
Eritrea and Ethiopia,1377,
Estonia,1377,
Ethiopia,1377,
Faeroe Islands,1377,
Falkland Islands (Malvinas),1377,
Fiji,1377,
Finland,1377,
France,1377,
French Guiana,1377,
French Polynesia,1377,
Gabon,1377,
Gambia,1377,
Georgia,1377,
Germany,1377,
Ghana,1377,
Gibraltar,1377,
Greece,1377,
Greenland,1377,
Grenada,1377,
Guadeloupe,1377,
Guam,1377,
Guatemala,1377,
Guernsey,1377,
Guinea,1377,
Guinea-Bissau,1377,
Guyana,1377,
Haiti,1377,
Holy See,1377,
Honduras,1377,
Hong Kong - China,1377,
Hungary,1377,
Iceland,1377,
India,1377,
Indonesia,1377,
Iran,1377,
Iraq,1377,
Ireland,1377,
Isle of Man,1377,
Israel,1377,
Italy,1377,
Jamaica,1377,
Japan,1377,
Jersey,1377,
Jordan,1377,
Kazakhstan,1377,
Kenya,1377,
Kiribati,1377,
Korea - Dem. Rep.,1377,
Korea - Rep.,1377,
Korea - United,1377,
Kosovo,1377,
Kuwait,1377,
Kyrgyzstan,1377,
Laos,1377,
Latvia,1377,
Lebanon,1377,
Lesotho,1377,
Liberia,1377,
Libya,1377,
Liechtenstein,1377,
Lithuania,1377,
Luxembourg,1377,
Macao - China,1377,
Macedonia - FYR,1377,
Madagascar,1377,
Malawi,1377,
Malaysia,1377,
Maldives,1377,
Mali,1377,
Malta,1377,
Marshall Islands,1377,
Martinique,1377,
Mauritania,1377,
Mauritius,1377,
Mayotte,1377,
Mexico,1377,
Micronesia - Fed. Sts.,1377,
Moldova,1377,
Monaco,1377,
Mongolia,1377,
Montenegro,1377,
Montserrat,1377,
Morocco,1377,
Mozambique,1377,
Myanmar,1377,
Namibia,1377,
Nauru,1377,
Nepal,1377,
Netherlands,1377,
Netherlands Antilles,1377,
New Caledonia,1377,
New Zealand,1377,
Ngorno-Karabakh,1377,
Nicaragua,1377,
Niger,1377,
Nigeria,1377,
Niue,1377,
Norfolk Island,1377,
Northern Cyprus,1377,
Northern Mariana Islands,1377,
Norway,1377,
Oman,1377,
Pakistan,1377,
Palau,1377,
Panama,1377,
Papua New Guinea,1377,
Paraguay,1377,
Peru,1377,
Philippines,1377,
Pitcairn,1377,
Poland,1377,
Portugal,1377,
Puerto Rico,1377,
Qatar,1377,
Reunion,1377,
Romania,1377,
Russia,1377,
Rwanda,1377,
Saint Barthélemy,1377,
Saint Helena,1377,
Saint Kitts and Nevis,1377,
Saint Lucia,1377,
Saint Martin,1377,
Saint Vincent and the Grenadines,1377,
Saint-Pierre-et-Miquelon,1377,
Samoa,1377,
San Marino,1377,
Sao Tome and Principe,1377,
Saudi Arabia,1377,
Senegal,1377,
Serbia,1377,
Serbia and Montenegro,1377,
Serbia excluding Kosovo,1377,
Seychelles,1377,
Sierra Leone,1377,
Singapore,1377,
Slovak Republic,1377,
Slovenia,1377,
Solomon Islands,1377,
Somalia,1377,
Somaliland,1377,
South Africa,1377,
South Ossetia,1377,
South Sudan,1377,
Spain,1377,
Sri Lanka,1377,
Sudan,1377,
Suriname,1377,
Svalbard,1377,
Swaziland,1377,
Sweden,1377,
Switzerland,1377,
Syria,1377,
Taiwan,1377,
Tajikistan,1377,
Tanzania,1377,
Thailand,1377,
Timor-Leste,1377,
Togo,1377,
Tokelau,1377,
Tonga,1377,
Transnistria,1377,
Trinidad and Tobago,1377,
Tunisia,1377,
Turkey,1377,
Turkmenistan,1377,
Turks and Caicos Islands,1377,
Tuvalu,1377,
Uganda,1377,
Ukraine,1377,
United Arab Emirates,1377,
United Kingdom,1377,3581054
United States,1377,
Uruguay,1377,
USSR,1377,
Uzbekistan,1377,
Wallis et Futuna,1377,
Vanuatu,1377,
Venezuela,1377,
West Bank and Gaza,1377,
West Germany,1377,
Western Sahara,1377,
Vietnam,1377,
Virgin Islands (U.S.),1377,
Yemen Arab Republic (Former),1377,
Yemen Democratic (Former),1377,
Yemen - Rep.,1377,
Yugoslavia,1377,
Zambia,1377,
Zimbabwe,1377,
Åland,1377,
Abkhazia,1413,
Afghanistan,1413,
Akrotiri and Dhekelia,1413,
Albania,1413,
Algeria,1413,
American Samoa,1413,
Andorra,1413,
Angola,1413,
Anguilla,1413,
Antigua and Barbuda,1413,
Argentina,1413,
Armenia,1413,
Aruba,1413,
Australia,1413,
Austria,1413,
Azerbaijan,1413,
Bahamas,1413,
Bahrain,1413,
Bangladesh,1413,
Barbados,1413,
Belarus,1413,
Belgium,1413,
Belize,1413,
Benin,1413,
Bermuda,1413,
Bhutan,1413,
Bolivia,1413,
Bosnia and Herzegovina,1413,
Botswana,1413,
Brazil,1413,
British Virgin Islands,1413,
Brunei,1413,
Bulgaria,1413,
Burkina Faso,1413,
Burundi,1413,
Cambodia,1413,
Cameroon,1413,
Canada,1413,
Cape Verde,1413,
Cayman Islands,1413,
Central African Rep.,1413,
Chad,1413,
Channel Islands,1413,
Chile,1413,
China,1413,
Christmas Island,1413,
Cocos Island,1413,
Colombia,1413,
Comoros,1413,
Congo - Dem. Rep.,1413,
Congo - Rep.,1413,
Cook Islands,1413,
Costa Rica,1413,
Cote d'Ivoire,1413,
Croatia,1413,
Cuba,1413,
Cyprus,1413,
Czech Rep.,1413,
Czechoslovakia,1413,
Denmark,1413,
Djibouti,1413,
Dominica,1413,
Dominican Rep.,1413,
East Germany,1413,
Ecuador,1413,
Egypt,1413,
El Salvador,1413,
Equatorial Guinea,1413,
Eritrea,1413,
Eritrea and Ethiopia,1413,
Estonia,1413,
Ethiopia,1413,
Faeroe Islands,1413,
Falkland Islands (Malvinas),1413,
Fiji,1413,
Finland,1413,
France,1413,
French Guiana,1413,
French Polynesia,1413,
Gabon,1413,
Gambia,1413,
Georgia,1413,
Germany,1413,
Ghana,1413,
Gibraltar,1413,
Greece,1413,
Greenland,1413,
Grenada,1413,
Guadeloupe,1413,
Guam,1413,
Guatemala,1413,
Guernsey,1413,
Guinea,1413,
Guinea-Bissau,1413,
Guyana,1413,
Haiti,1413,
Holy See,1413,
Honduras,1413,
Hong Kong - China,1413,
Hungary,1413,
Iceland,1413,
India,1413,
Indonesia,1413,
Iran,1413,
Iraq,1413,
Ireland,1413,
Isle of Man,1413,
Israel,1413,
Italy,1413,
Jamaica,1413,
Japan,1413,
Jersey,1413,
Jordan,1413,
Kazakhstan,1413,
Kenya,1413,
Kiribati,1413,
Korea - Dem. Rep.,1413,
Korea - Rep.,1413,
Korea - United,1413,
Kosovo,1413,
Kuwait,1413,
Kyrgyzstan,1413,
Laos,1413,
Latvia,1413,
Lebanon,1413,
Lesotho,1413,
Liberia,1413,
Libya,1413,
Liechtenstein,1413,
Lithuania,1413,
Luxembourg,1413,
Macao - China,1413,
Macedonia - FYR,1413,
Madagascar,1413,
Malawi,1413,
Malaysia,1413,
Maldives,1413,
Mali,1413,
Malta,1413,
Marshall Islands,1413,
Martinique,1413,
Mauritania,1413,
Mauritius,1413,
Mayotte,1413,
Mexico,1413,
Micronesia - Fed. Sts.,1413,
Moldova,1413,
Monaco,1413,
Mongolia,1413,
Montenegro,1413,
Montserrat,1413,
Morocco,1413,
Mozambique,1413,
Myanmar,1413,
Namibia,1413,
Nauru,1413,
Nepal,1413,
Netherlands,1413,
Netherlands Antilles,1413,
New Caledonia,1413,
New Zealand,1413,
Ngorno-Karabakh,1413,
Nicaragua,1413,
Niger,1413,
Nigeria,1413,
Niue,1413,
Norfolk Island,1413,
Northern Cyprus,1413,
Northern Mariana Islands,1413,
Norway,1413,
Oman,1413,
Pakistan,1413,
Palau,1413,
Panama,1413,
Papua New Guinea,1413,
Paraguay,1413,
Peru,1413,
Philippines,1413,
Pitcairn,1413,
Poland,1413,
Portugal,1413,
Puerto Rico,1413,
Qatar,1413,
Reunion,1413,
Romania,1413,
Russia,1413,
Rwanda,1413,
Saint Barthélemy,1413,
Saint Helena,1413,
Saint Kitts and Nevis,1413,
Saint Lucia,1413,
Saint Martin,1413,
Saint Vincent and the Grenadines,1413,
Saint-Pierre-et-Miquelon,1413,
Samoa,1413,
San Marino,1413,
Sao Tome and Principe,1413,
Saudi Arabia,1413,
Senegal,1413,
Serbia,1413,
Serbia and Montenegro,1413,
Serbia excluding Kosovo,1413,
Seychelles,1413,
Sierra Leone,1413,
Singapore,1413,
Slovak Republic,1413,
Slovenia,1413,
Solomon Islands,1413,
Somalia,1413,
Somaliland,1413,
South Africa,1413,
South Ossetia,1413,
South Sudan,1413,
Spain,1413,
Sri Lanka,1413,
Sudan,1413,
Suriname,1413,
Svalbard,1413,
Swaziland,1413,
Sweden,1413,347000
Switzerland,1413,
Syria,1413,
Taiwan,1413,
Tajikistan,1413,
Tanzania,1413,
Thailand,1413,
Timor-Leste,1413,
Togo,1413,
Tokelau,1413,
Tonga,1413,
Transnistria,1413,
Trinidad and Tobago,1413,
Tunisia,1413,
Turkey,1413,
Turkmenistan,1413,
Turks and Caicos Islands,1413,
Tuvalu,1413,
Uganda,1413,
Ukraine,1413,
United Arab Emirates,1413,
United Kingdom,1413,
United States,1413,
Uruguay,1413,
USSR,1413,
Uzbekistan,1413,
Wallis et Futuna,1413,
Vanuatu,1413,
Venezuela,1413,
West Bank and Gaza,1413,
West Germany,1413,
Western Sahara,1413,
Vietnam,1413,
Virgin Islands (U.S.),1413,
Yemen Arab Republic (Former),1413,
Yemen Democratic (Former),1413,
Yemen - Rep.,1413,
Yugoslavia,1413,
Zambia,1413,
Zimbabwe,1413,
Åland,1413,
Abkhazia,1450,
Afghanistan,1450,
Akrotiri and Dhekelia,1450,
Albania,1450,
Algeria,1450,
American Samoa,1450,
Andorra,1450,
Angola,1450,
Anguilla,1450,
Antigua and Barbuda,1450,
Argentina,1450,
Armenia,1450,
Aruba,1450,
Australia,1450,
Austria,1450,
Azerbaijan,1450,
Bahamas,1450,
Bahrain,1450,
Bangladesh,1450,
Barbados,1450,
Belarus,1450,
Belgium,1450,
Belize,1450,
Benin,1450,
Bermuda,1450,
Bhutan,1450,
Bolivia,1450,
Bosnia and Herzegovina,1450,
Botswana,1450,
Brazil,1450,
British Virgin Islands,1450,
Brunei,1450,
Bulgaria,1450,
Burkina Faso,1450,
Burundi,1450,
Cambodia,1450,
Cameroon,1450,
Canada,1450,
Cape Verde,1450,
Cayman Islands,1450,
Central African Rep.,1450,
Chad,1450,
Channel Islands,1450,
Chile,1450,
China,1450,
Christmas Island,1450,
Cocos Island,1450,
Colombia,1450,
Comoros,1450,
Congo - Dem. Rep.,1450,
Congo - Rep.,1450,
Cook Islands,1450,
Costa Rica,1450,
Cote d'Ivoire,1450,
Croatia,1450,
Cuba,1450,
Cyprus,1450,
Czech Rep.,1450,
Czechoslovakia,1450,
Denmark,1450,
Djibouti,1450,
Dominica,1450,
Dominican Rep.,1450,
East Germany,1450,
Ecuador,1450,
Egypt,1450,
El Salvador,1450,
Equatorial Guinea,1450,
Eritrea,1450,
Eritrea and Ethiopia,1450,
Estonia,1450,
Ethiopia,1450,
Faeroe Islands,1450,
Falkland Islands (Malvinas),1450,
Fiji,1450,
Finland,1450,
France,1450,
French Guiana,1450,
French Polynesia,1450,
Gabon,1450,
Gambia,1450,
Georgia,1450,
Germany,1450,
Ghana,1450,
Gibraltar,1450,
Greece,1450,
Greenland,1450,
Grenada,1450,
Guadeloupe,1450,
Guam,1450,
Guatemala,1450,
Guernsey,1450,
Guinea,1450,
Guinea-Bissau,1450,
Guyana,1450,
Haiti,1450,
Holy See,1450,
Honduras,1450,
Hong Kong - China,1450,
Hungary,1450,
Iceland,1450,
India,1450,
Indonesia,1450,
Iran,1450,
Iraq,1450,
Ireland,1450,
Isle of Man,1450,
Israel,1450,
Italy,1450,
Jamaica,1450,
Japan,1450,
Jersey,1450,
Jordan,1450,
Kazakhstan,1450,
Kenya,1450,
Kiribati,1450,
Korea - Dem. Rep.,1450,
Korea - Rep.,1450,
Korea - United,1450,
Kosovo,1450,
Kuwait,1450,
Kyrgyzstan,1450,
Laos,1450,
Latvia,1450,
Lebanon,1450,
Lesotho,1450,
Liberia,1450,
Libya,1450,
Liechtenstein,1450,
Lithuania,1450,
Luxembourg,1450,
Macao - China,1450,
Macedonia - FYR,1450,
Madagascar,1450,
Malawi,1450,
Malaysia,1450,
Maldives,1450,
Mali,1450,
Malta,1450,
Marshall Islands,1450,
Martinique,1450,
Mauritania,1450,
Mauritius,1450,
Mayotte,1450,
Mexico,1450,
Micronesia - Fed. Sts.,1450,
Moldova,1450,
Monaco,1450,
Mongolia,1450,
Montenegro,1450,
Montserrat,1450,
Morocco,1450,
Mozambique,1450,
Myanmar,1450,
Namibia,1450,
Nauru,1450,
Nepal,1450,
Netherlands,1450,
Netherlands Antilles,1450,
New Caledonia,1450,
New Zealand,1450,
Ngorno-Karabakh,1450,
Nicaragua,1450,
Niger,1450,
Nigeria,1450,
Niue,1450,
Norfolk Island,1450,
Northern Cyprus,1450,
Northern Mariana Islands,1450,
Norway,1450,
Oman,1450,
Pakistan,1450,
Palau,1450,
Panama,1450,
Papua New Guinea,1450,
Paraguay,1450,
Peru,1450,
Philippines,1450,
Pitcairn,1450,
Poland,1450,
Portugal,1450,
Puerto Rico,1450,
Qatar,1450,
Reunion,1450,
Romania,1450,
Russia,1450,
Rwanda,1450,
Saint Barthélemy,1450,
Saint Helena,1450,
Saint Kitts and Nevis,1450,
Saint Lucia,1450,
Saint Martin,1450,
Saint Vincent and the Grenadines,1450,
